"Latitude","Longitude","Code de l'entité","Libellé","Surface de bassin versant hydrologique (km²)","Surface de bassin versant topographique (km²)","Débit (m³/s)","Intervalle de confiance","Taille de l'échantillon"
"42.9565305","0.3807144","O017402701","La Neste à Sarrancolin [Beyrède] - La Neste d'Aure","","606","77.4","0.95","39"
"42.9074005","0.3582439","O0174028","La Neste à Arreau [Aval confluence Lourron]","","574","","0.95","0"
"42.9074005","0.3582439","O017402801","La Neste à Arreau [Aval confluence Lourron]","","574","","0.95","0"
"43.0248683","0.5269067","O0180003","Le ruisseau de Larise à Générest","","","","0.95","0"
"43.0248683","0.5269067","O018000301","Le ruisseau de Larise à Générest - Plan de Pouts","","","","0.95","0"
"43.0979956","0.7061505","O0200020","La Garonne [partielle] à Saint-Gaudens [Valentine]","","2230","262","0.95","38"
"43.0979956","0.7061505","O020002001","La Garonne [partielle] à Saint-Gaudens [Valentine]","","2230","262","0.95","38"
"43.0953187","0.7114381","O0200040","La Garonne [totale] à Saint-Gaudens [Valentine - récent]","","2230","298","0.95","71"
"43.0953187","0.7114381","O020004001","La Garonne [totale] à Saint-Gaudens [Valentine - récent] - Valentine - ancien","","2230","298","0.95","71"
"43.0953187","0.7114381","O020004002","La Garonne [totale] à Saint-Gaudens [Valentine - récent]","","2230","","0.95","0"
"43.0971157","0.7096234","O0206710","Le canal d'Auné à Saint-Gaudens","","","3.28","0.95","40"
"43.0971157","0.7096234","O020671001","Le canal d'Auné à Saint-Gaudens","","","3.28","0.95","40"
"43.1098731","0.4423678","O0206712","La rigole de la Louge [Alimentation Louge, Nère, Noue, Lavet] à Pinas","","","","0.95","4"
"43.1098731","0.4423678","O020671201","La rigole de la Louge [Alimentation Louge, Nère, Noue, Lavet] à Pinas","","","","0.95","4"
"43.0174351","0.7972187","O0234010","Le Ger à Aspet [1]","","86","","0.95","5"
"43.0174351","0.7972187","O023401001","Le Ger à Aspet [1]","","86","","0.95","5"
"43.0214185","0.7953505","O0234020","Le Ger à Aspet [2]","","95","23.5","0.95","39"
"43.0214185","0.7953505","O023402001","Le Ger à Aspet [2]","","95","23.5","0.95","39"
"43.0497943","0.7414673","O0244310","Le Job à Encausse-les-Thermes","","62.5","","0.95","5"
"43.0497943","0.7414673","O024431001","Le Job à Encausse-les-Thermes","","62.5","","0.95","5"
"43.0160287","0.7385414","O0244311","Le ruisseau de la Maure à Izaut-de-l'Hôtel","","","","0.95","0"
"43.0160287","0.7385414","O024431101","Le ruisseau de la Maure à Izaut-de-l'Hôtel - Mourou","","","","0.95","0"
"43.1435362","0.9434416","O0290010","La Garonne à Saint-Martory","","258","","0.95","0"
"43.1435362","0.9434416","O029001001","La Garonne à Saint-Martory","","258","","0.95","0"
"43.1579684","0.9576397","O0290030","La Garonne à Mancioux","","2679","313","0.95","16"
"43.1579684","0.9576397","O029003001","La Garonne à Mancioux","","2679","313","0.95","16"
"43.144665","0.9403541","O0290210","Le canal de Saint-Martory à Mancioux et à Saint-Martory","","","8.86","0.95","32"
"43.144665","0.9403541","O029021001","Le canal de Saint-Martory à Saint-Martory","","","8.81","0.95","27"
"43.1518224","0.951442","O029021002","Le canal de Saint-Martory à Mancioux","","","","0.95","4"
"43.1706098","0.9148305","O0295310","La Noue à Laffite-Toupière [Moulin Laffite]","","120","18.3","0.95","52"
"43.1706098","0.9148305","O029531001","La Noue à Laffite-Toupière [Moulin Laffite]","","120","18.3","0.95","52"
"43.1431104","0.9345265","O0295312","Le canal de Saint-Martory à Saint-Martory [Prise en Garonne]","","","","0.95","0"
"43.1431104","0.9345265","O029531201","Le canal de Saint-Martory à Saint-Martory [Prise en Garonne] - radar puit","","","","0.95","0"
"43.143372","0.9359293","O029531202","Le canal de Saint-Martory à Saint-Martory [Prise en Garonne] - Sonde Rittmeyer","","","","0.95","0"
"43.1439638","0.938391","O0295313","Le canal de Saint-Martory à Saint-Martory [Sonde aval]","","","","0.95","0"
"43.1439638","0.938391","O029531301","Le canal de Saint-Martory à Saint-Martory [Sonde aval]","","","","0.95","0"
"42.7757009","1.1908029","O0302510","Le Salat à Couflens [Phelips]","","40.6","11.8","0.95","33"
"42.788898","1.1861793","O030251001","Le Salat à Couflens [Phelips] - 1","","40.6","11.6","0.95","16"
"42.7757009","1.1908029","O030251002","Le Salat à Couflens [Phelips]","","40.6","13.1","0.95","15"
"42.7561488","1.1876519","O0302520","Le Salat à Couflens [Salau]","","19.3","","0.95","3"
"42.7561488","1.1876519","O030252001","Le Salat à Couflens [Salau]","","19.3","","0.95","3"
"42.7491177","1.1984389","O0305610","Le Cougnets à Couflens [Salau 2]","","9","2.66","0.95","12"
"42.7491177","1.1984389","O030561001","Le Cougnets à Couflens [Salau 2]","","9","2.36","0.95","9"
"42.7562238","1.1888944","O030561002","Le Cougnets à Couflens [Salau 2] - Salau 3","","9","","0.95","3"
"42.7886531","1.1781029","O0306510","L'Angouls à Seix [Angouls]","","17","","0.95","3"
"42.7886531","1.1781029","O030651001","L'Angouls à Seix [Angouls]","","17","","0.95","3"
"42.8009959","1.2700294","O0315010","L'Alet à Ustou","","57","","0.95","3"
"42.8009959","1.2700294","O031501001","L'Alet à Ustou","","57","","0.95","3"
"42.7730474","1.2675279","O0315110","L'Ossèse à Ustou","","19.2","3.95","0.95","12"
"42.7730474","1.2675279","O031511001","L'Ossèse à Ustou","","19.2","3.95","0.95","12"
"42.810117","1.1416247","O0335020","L'Estours à Seix [Estours]","","47.2","","0.95","3"
"42.810117","1.1416247","O033502001","L'Estours à Seix [Estours]","","47.2","","0.95","3"
"42.8603896","1.1981539","O0342510","Le Salat à Seix","","226","52.5","0.95","16"
"42.8603896","1.1981539","O034251001","Le Salat à Seix","","226","52.5","0.95","16"
"42.7548559","1.3827624","O0355020","Le Garbet à Aulus-les-Bains","","18","6.34","0.95","25"
"42.7548559","1.3827624","O035502001","Le Garbet à Aulus-les-Bains","","18","6.34","0.95","25"
"42.8628558","1.2367025","O0355030","Le Garbet à Oust","","102","35.8","0.95","16"
"42.8628558","1.2367025","O035503001","Le Garbet à Oust","","102","35.8","0.95","16"
"42.783306","1.3528875","O0355320","L'Ars à Aulus-les-Bains [Aulus 2]","","16","7.09","0.95","38"
"42.783306","1.3528875","O035532001","L'Ars à Aulus-les-Bains [Aulus 2]","","16","7.09","0.95","38"
"42.7916085","1.3320269","O0355610","Le Fouillet à Aulus-les-Bains","","9.4","4.26","0.95","28"
"42.7916085","1.3320269","O035561001","Le Fouillet à Aulus-les-Bains","","9.4","4.26","0.95","28"
"42.9086379","1.2132121","O0362510","Le Salat à Soueix-Rogalle [Kercabanac]","","379","91.3","0.95","88"
"42.9086379","1.2132121","O036251001","Le Salat à Soueix-Rogalle [Kercabanac]","","379","91.3","0.95","88"
"42.8881947","1.2122756","O0362520","Le Salat à Soueix-Rogalle [Brousset]","","372","92.4","0.95","8"
"42.8881947","1.2122756","O036252001","Le Salat à Soueix-Rogalle [Brousset]","","372","92.4","0.95","8"
"42.8991413","1.2318197","O0384010","L'Arac à Soulan [Freychet]","","169","52.9","0.95","56"
"42.8991413","1.2318197","O038401001","L'Arac à Soulan [Freychet]","","169","52.9","0.95","56"
"42.9093741","1.2502791","O0384020","L'Arac à Soulan [Castet d'Aleu]","","158","45.5","0.95","12"
"42.9093741","1.2502791","O038402001","L'Arac à Soulan [Castet d'Aleu]","","158","45.5","0.95","12"
"42.8923639","1.3490591","O0384030","L'Arac à Massat","","97","","0.95","0"
"42.8923639","1.3490591","O038403001","L'Arac à Massat","","97","","0.95","0"
"42.8714135","1.2745717","O0384031","[Source La Courate] à Ercé","","","","0.95","8"
"42.8714135","1.2745717","O038403101","[Source La Courate] à Ercé","","","","0.95","8"
"42.9105218","1.2123709","O0392520","Le Salat à Soueix-Rogalle [Kercabanac 1]","","565","159","0.95","10"
"42.9105218","1.2123709","O039252001","Le Salat à Soueix-Rogalle [Kercabanac 1]","","565","159","0.95","10"
"42.9025836","1.0291161","O0444010","Le Lez aux Bordes-sur-Lez","","212","34.1","0.95","42"
"42.9025836","1.0291161","O044401001","Le Lez aux Bordes-sur-Lez","","212","34.1","0.95","42"
"42.8748004","1.0312699","O0444011","[Source Fontaine Blanche] aux Bordes-sur-Lez","","","","0.95","6"
"42.8748004","1.0312699","O044401101","[Source Fontaine Blanche] aux Bordes-sur-Lez","","","","0.95","6"
"42.9494663","1.0551374","O0484010","Le Lez à Engomer [Balaguères]","","360","69.4","0.95","49"
"42.9494663","1.0551374","O048401001","Le Lez à Engomer [Balaguères]","","360","69.4","0.95","49"
"42.9553486","1.0308744","O0485110","Le Lachein à Balaguères [Baget - Las Hountas]","","13.3","","0.95","0"
"42.9553486","1.0308744","O048511001","Le Lachein à Balaguères [Baget - Las Hountas]","","13.3","5.54","0.95","51"
"42.9826186","1.1329203","O0494010","Le Lez à Saint-Girons","","417","68.8","0.95","19"
"42.9826186","1.1329203","O049401001","Le Lez à Saint-Girons","","417","68.8","0.95","19"
"42.9915006","1.1408814","O0502520","Le Salat à Saint-Lizier [Saint Girons]","","1154","204","0.95","48"
"42.9911013","1.1412005","O050252001","Le Salat à Saint-Lizier [Saint Girons]","","1154","","0.95","0"
"42.9915006","1.1408814","O050252002","Le Salat à Saint-Lizier [Saint Girons]","","1154","204","0.95","48"
"42.9903216","1.048938","O0525010","Le Gouarège à Cazavet [Aliou]","","11.9","","0.95","0"
"42.9903216","1.048938","O052501001","Le Gouarège à Cazavet [Aliou]","","11.9","7.46","0.95","50"
"42.9844191","0.9003417","O0540002","L'Arbas à Arbas","","","","0.95","0"
"42.9844191","0.9003417","O054000201","L'Arbas à Arbas - Arbas","","","","0.95","0"
"43.0462176","0.9286574","O0554010","L'Arbas à Castelbiague [Pont de Prades]","","98","23.1","0.95","52"
"43.0462176","0.9286574","O055401001","L'Arbas à Castelbiague [Pont de Prades]","","98","23.1","0.95","52"
"43.0990928","1.0436489","O0584310","Le Lens à Betchat","","62","13.7","0.95","27"
"43.0990928","1.0436489","O058431001","Le Lens à Betchat","","62","13.7","0.95","27"
"43.1544426","0.9739252","O0592510","Le Salat à Roquefort-sur-Garonne","","1570","350","0.95","110"
"43.1544426","0.9739252","O059251001","Le Salat à Roquefort-sur-Garonne","","1570","350","0.95","110"
"43.2037098","1.0875818","O0600010","La Garonne à Palaminy","","4425","659","0.95","35"
"43.2037098","1.0875818","O060001001","La Garonne à Palaminy","","4425","659","0.95","35"
"43.2018478","1.0709287","O0600030","La Garonne à Palaminy [Cazères]","","4425","","0.95","0"
"43.2018478","1.0709287","O060003001","La Garonne à Palaminy [Cazères]","","4425","","0.95","0"
"43.1447833","1.1414561","O0624010","Le Volp à Montberaud et à Sainte-Croix-Volvestre","","91","21.1","0.95","53"
"43.1447833","1.1414561","O062401001","Le Volp à Sainte-Croix-Volvestre","","91","21.1","0.95","53"
"43.2906218","1.2165755","O0660010","La Garonne à Carbonne","","4700","","0.95","0"
"43.2906218","1.2165755","O066001001","La Garonne à Carbonne","","4700","","0.95","0"
"43.0101323","1.4274731","O0714020","L'Arize à la Bastide-de-Sérou","","50","","0.95","0"
"43.0101323","1.4274731","O071402001","L'Arize à la Bastide-de-Sérou","","50","","0.95","0"
"42.9651606","1.3555967","O0714021","Le ruisseau de Bésole à Esplas-de-Sérou [Source de Bésole]","","","","0.95","3"
"42.9651606","1.3555967","O071402101","Le ruisseau de Bésole à Esplas-de-Sérou [Source de Bésole]","","","","0.95","3"
"43.0846944","1.373396","O0744020","L'Arize à Sabarat [Radelangue]","","215","60.1","0.95","14"
"43.0846944","1.373396","O074402001","L'Arize à Sabarat [Radelangue]","","215","60.1","0.95","14"
"43.0829513","1.3610738","O0744040","L'Arize au Mas-d'Azil","","218","54.3","0.95","47"
"43.0829513","1.3610738","O074404001","L'Arize au Mas-d'Azil - HE","","218","53.6","0.95","34"
"43.0802653","1.3660588","O074404002","L'Arize au Mas-d'Azil - Collège","","218","52.8","0.95","14"
"43.2417064","1.1936077","O0794010","L'Arize à Rieux-Volvestre [Volvestre]","","476","79.8","0.95","45"
"43.2417064","1.1936077","O079401001","L'Arize à Rieux-Volvestre [Volvestre]","","476","79.8","0.95","45"
"43.2601987","1.1985812","O0794020","L'Arize à Rieux-Volvestre","","490","","0.95","6"
"43.2601987","1.1985812","O079402001","L'Arize à Rieux-Volvestre","","490","","0.95","6"
"43.3168717","1.2447847","O0800010","La Garonne à Marquefave","","5243","783","0.95","16"
"43.3168717","1.2447847","O080001001","La Garonne à Marquefave","","5243","783","0.95","16"
"43.4582266","1.3283152","O0820010","La Garonne à Muret","","5340","838","0.95","33"
"43.4582266","1.3283152","O082001001","La Garonne à Muret","","5340","838","0.95","33"
"43.1196302","0.5069701","O0900001","Le canal de Franquevielle à Cardeilhac à Franquevielle","","","0.360","0.95","22"
"43.1196302","0.5069701","O090000101","Le canal de Franquevielle à Cardeilhac à Franquevielle","","","0.360","0.95","22"
"43.2504542","0.9972791","O0934010","Le Louge à Francon","","136","","0.95","2"
"43.2504542","0.9972791","O093401001","Le Louge à Francon","","136","","0.95","2"
"43.2672638","1.0599496","O0950001","Le Louge au Fousseret","","272","32.7","0.95","39"
"43.2672638","1.0599496","O095000101","Le Louge au Fousseret","","272","32.7","0.95","39"
"43.4599684","1.3170104","O0984010","Le Louge à Muret","","486","51.7","0.95","45"
"43.4599684","1.3170104","O098401001","Le Louge à Muret","","486","51.7","0.95","45"
"42.6002139","1.8096445","O1000001","[Source Les Goutils] à l'Hospitalet-près-l'Andorre","","","0.135","0.95","7"
"42.6002139","1.8096445","O100000101","[Source Les Goutils] à l'Hospitalet-près-l'Andorre","","","0.135","0.95","7"
"42.5869544","1.7962802","O1000002","L'Ariège à l'Hospitalet-près-l'Andorre [amont - QNR]","","45","","0.95","0"
"42.5869544","1.7962802","O100000201","L'Ariège à l'Hospitalet-près-l'Andorre [amont - QNR]","","45","","0.95","5"
"42.6341036","1.8276812","O1012520","L'Ariège à l'Hospitalet-près-l'Andorre [aval]","","63","12.6","0.95","35"
"42.6341036","1.8276812","O101252001","L'Ariège à l'Hospitalet-près-l'Andorre [aval]","","63","12.6","0.95","35"
"42.6428564","1.8312532","O1012521","L'Ariège à Mérens-les-Vals","","112","","0.95","0"
"42.6428564","1.8312532","O101252101","L'Ariège à Mérens-les-Vals","","112","18.9","0.95","15"
"42.7226949","1.8346293","O1022510","L'Ariège à Ax-les-Thermes et à Savignac-les-Ormeaux","","","35.3","0.95","10"
"42.7270015","1.8287985","O102251001","L'Ariège à Savignac-les-Ormeaux - Esquiroulet","","","35.3","0.95","10"
"42.7226949","1.8346293","O102251002","L'Ariège à Ax-les-Thermes","","","","0.95","0"
"42.8068499","1.779899","O1060001","Le ruisseau de Frontonne [Source de Fountroune] à Axiat","","","0.128","0.95","7"
"42.8068499","1.779899","O106000101","Le ruisseau de Frontonne [Source de Fountroune] à Axiat","","","0.128","0.95","7"
"42.7054729","1.664317","O1070001","Le ruisseau de Quioulès à Château-Verdun [Riète 2]","","52.8","","0.95","0"
"42.7054729","1.664317","O107000101","Le ruisseau de Quioulès à Château-Verdun [Riète 2]","","52.8","12.8","0.95","39"
"42.704888","1.66737","O1070002","L'Aston à Aston [Riète1]","","52","","0.95","0"
"42.704888","1.66737","O107000201","L'Aston à Aston [Riète1]","","52","13.9","0.95","33"
"42.7845814","1.6795563","O1084310","L'Aston à Larcat","","162","","0.95","6"
"42.7845814","1.6795563","O108431001","L'Aston à Larcat","","162","","0.95","6"
"42.7093147","1.418293","O1110001","Le ruisseau de l'Artigue à Auzat [Cibelle]","","23.8","","0.95","0"
"42.7093147","1.418293","O111000101","Le ruisseau de l'Artigue à Auzat [Cibelle]","","23.8","9.46","0.95","53"
"42.7692575","1.4693101","O1130002","Le ruisseau de Saleix [Source de Las Mollos] à Auzat","","","0.0430","0.95","9"
"42.7692575","1.4693101","O113000201","Le ruisseau de Saleix [Source de Las Mollos] à Auzat","","","0.0430","0.95","9"
"42.7681045","1.5003443","O1144620","Le Vicdessos à Vicdessos","","207","33.8","0.95","11"
"42.7681045","1.5003443","O114462001","Le Vicdessos à Vicdessos","","207","33.8","0.95","11"
"42.8469409","1.6056481","O1202510","L'Ariège à Quié","","1070","174","0.95","38"
"42.8469409","1.6056481","O120251001","L'Ariège à Quié","","1070","174","0.95","38"
"42.8596695","1.5975551","O1225010","Le Saurat à Surba","","55","","0.95","0"
"42.8596695","1.5975551","O122501001","Le Saurat à Surba","","55","","0.95","0"
"42.8786378","1.5872892","O1225012","Le Saurat à Arignac [Source de Fount Sainto]","","","0.00900","0.95","8"
"42.8786378","1.5872892","O122501201","Le Saurat à Arignac [Source de Fount Sainto]","","","0.00900","0.95","8"
"42.8637393","1.6055015","O1232510","L'Ariège à Bompas","","","","0.95","0"
"42.8637393","1.6055015","O123251001","L'Ariège à Bompas","","","","0.95","0"
"42.9662625","1.6088534","O1252510","L'Ariège à Foix","","1340","169","0.95","117"
"42.9662625","1.6088534","O125251001","L'Ariège à Foix","","1340","169","0.95","117"
"42.9596332","1.4933823","O1264010","L'Arget à Serres-sur-Arget [Sigalot]","","38.4","6.43","0.95","15"
"42.9596332","1.4933823","O126401001","L'Arget à Serres-sur-Arget [Sigalot]","","38.4","6.43","0.95","15"
"42.9650029","1.6012045","O1274010","L'Arget à Cos [Moulinery]","","112","12.0","0.95","16"
"42.9650029","1.6012045","O127401001","L'Arget à Cos [Moulinery]","","112","12.0","0.95","16"
"42.942735","1.5110103","O1275010","Le Roques à Serres-sur-Arget [Péralbe]","","6.5","1.43","0.95","7"
"42.942735","1.5110103","O127501001","Le Roques à Serres-sur-Arget [Péralbe]","","6.5","1.43","0.95","7"
"43.2319637","1.5776451","O1372510","L'Ariège à Saverdun","","1830","246","0.95","45"
"43.2319637","1.5776451","O137251001","L'Ariège à Saverdun - Ancienne","","1830","250","0.95","38"
"43.2319483","1.5778424","O137251002","L'Ariège à Saverdun","","1830","221","0.95","7"
"42.8632845","1.8310015","O1425410","Le ruisseau de Saint-Nicolas [Le Lasset] à Montségur","","12.6","","0.95","3"
"42.8632845","1.8310015","O142541001","Le ruisseau de Saint-Nicolas [Le Lasset] à Montségur","","12.6","","0.95","3"
"42.9050238","1.9366212","O1432910","Le Grand Hers à Bélesta","","150","25.3","0.95","7"
"42.9050238","1.9366212","O143291001","Le Grand Hers à Bélesta","","150","25.3","0.95","7"
"42.886313","1.9075141","O1432920","Le Grand Hers à Fougax-et-Barrineuf [Fougax]","","126","13.5","0.95","20"
"42.886313","1.9075141","O143292001","Le Grand Hers à Fougax-et-Barrineuf [Fougax]","","126","13.5","0.95","20"
"42.8916643","1.9271544","O1432930","Le Grand Hers à Bélesta [Source de Fontestorbes]","","85","","0.95","0"
"42.8916643","1.9271544","O143293001","Le Grand Hers à Bélesta [Source de Fontestorbes]","","85","9.40","0.95","52"
"42.9542437","1.9354371","O1442910","Le Grand Hers à Laroque-d'Olmes et au Peyrat","","190","35.2","0.95","81"
"42.9550162","1.9398921","O144291001","Le Grand Hers à Laroque-d'Olmes - Foncirgue","","190","38.1","0.95","21"
"42.9542437","1.9354371","O144291002","Le Grand Hers au Peyrat","","190","34.3","0.95","60"
"42.9777734","2.0158373","O1464010","Le Blau à Chalabre","","67","20.7","0.95","59"
"42.9777734","2.0158373","O146401001","Le Blau à Chalabre","","67","20.7","0.95","59"
"42.8878904","1.7761045","O1484320","Le Touyre à Montferrier","","29.2","7.76","0.95","76"
"42.8907854","1.7807647","O148432001","Le Touyre à Montferrier - 1","","29.2","8.03","0.95","25"
"42.8878904","1.7761045","O148432002","Le Touyre à Montferrier - 2","","29.2","7.64","0.95","51"
"42.8740237","1.766798","O1484321","[Source de Fount Bergens 1] à Montferrier","","","","0.95","6"
"42.8740237","1.766798","O148432101","[Source de Fount Bergens 1] à Montferrier","","","","0.95","6"
"42.9408","1.8509357","O1494310","Le Touyre à Lavelanet et à Saint-Quentin-la-Tour","","68","14.0","0.95","55"
"43.0252398","1.9205859","O149431001","Le Touyre à Lavelanet - Ancienne","","68","","0.95","3"
"43.0252558","1.9203894","O149431002","Le Touyre à Saint-Quentin-la-Tour - Erreur - supprimée","","68","","0.95","0"
"42.9408618","1.8508243","O149431003","Le Touyre à Lavelanet","","68","14.0","0.95","52"
"42.9892577","1.9120794","O1494330","Le Touyre à Léran","","90.3","22.9","0.95","43"
"42.9892577","1.9120794","O149433001","Le Touyre à Léran","","90.3","22.9","0.95","43"
"43.0252558","1.9203894","O1494332","Le Touyre à Saint-Quentin-la-Tour","","108","","0.95","0"
"43.0252558","1.9203894","O149433201","Le Touyre à Saint-Quentin-la-Tour","","108","31.0","0.95","7"
"43.0802845","1.9595993","O1520001","L'Ambrone à Caudeval","","66.3","6.66","0.95","13"
"43.0802845","1.9595993","O152000101","L'Ambrone à Caudeval","","66.3","6.66","0.95","13"
"43.0825282","1.9342431","O1532910","Le Grand Hers à Roumengoux","","587","80.6","0.95","28"
"43.0825282","1.9342431","O153291001","Le Grand Hers à Roumengoux","","587","80.6","0.95","28"
"43.0934376","1.8756926","O1532920","Le Grand Hers à Mirepoix","","670","","0.95","0"
"43.0934376","1.8756926","O153292001","Le Grand Hers à Mirepoix","","670","","0.95","0"
"42.9494733","1.7691607","O1560001","Le Douctouyre à Ilhat [Source de Prat d'Amont]","","","0.132","0.95","7"
"42.9494733","1.7691607","O156000101","Le Douctouyre à Ilhat [Source de Prat d'Amont]","","","0.132","0.95","7"
"43.0065299","1.838394","O1576910","Le ruisseau de Senesse à Limbrassac","","5.82","1.33","0.95","25"
"43.0065299","1.838394","O157691001","Le ruisseau de Senesse à Limbrassac","","5.82","1.33","0.95","25"
"43.0435597","1.7726427","O1584610","Le Douctouyre à Dun et à Vira [Engraviès]","","131","30.2","0.95","50"
"43.0435597","1.7726427","O158461001","Le Douctouyre à Dun [Engraviès]","","131","30.2","0.95","50"
"43.2017185","1.7499507","O1634010","La Vixiège à Belpech","","196","28.4","0.95","41"
"43.2017185","1.7499507","O163401001","La Vixiège à Belpech","","196","28.4","0.95","41"
"43.253505","1.6806903","O1652930","Le Grand Hers à Mazères","","1291","236","0.95","66"
"43.246829","1.6887686","O165293001","Le Grand Hers à Mazères - ancienne","","1291","235","0.95","29"
"43.2471401","1.6862386","O165293002","Le Grand Hers à Mazères - nouvelle","","1291","239","0.95","34"
"43.253505","1.6806903","O165293003","Le Grand Hers à Mazères","","1291","","0.95","0"
"43.2924832","1.5953547","O1662910","Le Grand Hers à Calmont","","1350","150","0.95","27"
"43.2924832","1.5953547","O166291001","Le Grand Hers à Calmont","","1350","150","0.95","27"
"43.3690146","1.4661452","O1712510","L'Ariège à Auterive","","3450","365","0.95","53"
"43.3690146","1.4661452","O171251001","L'Ariège à Auterive","","3450","365","0.95","53"
"43.3690146","1.4661452","O171251002","L'Ariège à Auterive - Origine","","3450","369","0.95","45"
"43.3500538","1.4748738","O1712530","L'Ariège à Auterive","","3410","","0.95","0"
"43.3500538","1.4748738","O171253001","L'Ariège à Auterive - HE","","3410","","0.95","0"
"43.0567704","1.4352596","O1804050","La Lèze à Gabre [Soutembel]","","13.5","","0.95","0"
"43.0567704","1.4352596","O180405001","La Lèze à Gabre [Soutembel]","","13.5","","0.95","0"
"43.063038","1.5216686","O1804052","[Source Les Truffières] à Cazaux","","","","0.95","0"
"43.063038","1.5216686","O180405201","[Source Les Truffières] à Cazaux","","","","0.95","0"
"43.1023755","1.4430742","O1814010","La Lèze à Pailhès","","70","10.9","0.95","11"
"43.1023755","1.4430742","O181401001","La Lèze à Pailhès","","70","10.9","0.95","11"
"43.1551624","1.4329523","O1814040","La Lèze à Artigat","","98","18.6","0.95","13"
"43.1551624","1.4329523","O181404001","La Lèze à Artigat","","98","18.6","0.95","13"
"43.1749891","1.4088747","O1824010","La Lèze au Fossat","","120","","0.95","0"
"43.1749891","1.4088747","O182401001","La Lèze au Fossat","","120","","0.95","0"
"43.2808093","1.3528777","O1844020","La Lèze à Lézat-sur-Lèze","","237","28.2","0.95","52"
"43.2808093","1.3528777","O184402001","La Lèze à Lézat-sur-Lèze","","237","28.2","0.95","52"
"43.2897435","1.3546302","O1847010","La Rijolle à Lézat-sur-Lèze","","16.4","","0.95","0"
"43.2897435","1.3546302","O184701001","La Rijolle à Lézat-sur-Lèze","","16.4","","0.95","0"
"43.2878557","1.3713731","O1847410","Le Vermeil à Lézat-sur-Lèze","","6.92","0.536","0.95","9"
"43.2878557","1.3713731","O184741001","Le Vermeil à Lézat-sur-Lèze","","6.92","0.536","0.95","9"
"43.4512915","1.4067866","O1874010","La Lèze à Labarthe-sur-Lèze","","351","36.1","0.95","52"
"43.451301","1.4067738","O187401001","La Lèze à Labarthe-sur-Lèze","","351","36.1","0.95","52"
"43.4983169","1.4084892","O1882510","L'Ariège à Pinsaguel [Lacroix-Falgarde]","","4120","550","0.95","29"
"43.4983169","1.4084892","O188251001","L'Ariège à Pinsaguel [Lacroix-Falgarde]","","4120","550","0.95","29"
"43.3841087","1.1736685","O1934310","Le Touch à Bérat","","179","20.8","0.95","47"
"43.3841087","1.1736685","O193431001","Le Touch à Bérat","","179","20.8","0.95","47"
"43.5655726","1.3042485","O1964310","Le Touch à Plaisance-du-Touch","","415","32.3","0.95","13"
"43.5655726","1.3042485","O196431001","Le Touch à Plaisance-du-Touch","","415","32.3","0.95","13"
"43.5986832","1.3761835","O1984310","Le Touch à Toulouse [Saint-Martin-du-Touch]","","515","48.7","0.95","52"
"43.5986832","1.3761835","O198431001","Le Touch à Toulouse [Saint-Martin-du-Touch]","","515","48.7","0.95","52"
"43.5264727","1.4151297","O2000010","La Garonne à Portet-sur-Garonne","","9980","1230","0.95","113"
"43.5264727","1.4151297","O200001001","La Garonne à Portet-sur-Garonne","","9980","1230","0.95","113"
"43.5264727","1.4151297","O200001002","La Garonne à Portet-sur-Garonne - Origine","","9980","1220","0.95","100"
"43.597962","1.4399642","O2000040","La Garonne à Toulouse [Pont-Neuf]","","10134","","0.95","0"
"43.597962","1.4399642","O200004001","La Garonne à Toulouse [Pont-Neuf]","","10134","","0.95","0"
"43.5919027","1.4391508","O2000080","Le bras inférieur de la Garonne à Toulouse","","","","0.95","0"
"43.5919027","1.4391508","O200008001","Le bras inférieur de la Garonne à Toulouse - St-Michel","","","","0.95","0"
"43.4597917","1.3049167","O2000081","[Exutoire du canal Peyramond se jettant dans la Louge via l'Aussau] à Muret","","","","0.95","0"
"43.4597917","1.3049167","O200008101","[Exutoire du canal Peyramond se jettant dans la Louge via l'Aussau] à Muret - Exutoire canal Peyramond sans seuil (poutre)","","","","0.95","0"
"43.5283386","1.3678761","O2000082","[Exutoire du canal Cottes Goubard (Lou Verdai) réalimentant la Saudrune] à Villeneuve-Tolosane","","","","0.95","0"
"43.5283386","1.3678761","O200008201","[Exutoire du canal Cottes Goubard (Lou Verdai) réalimentant la Saudrune] à Villeneuve-Tolosane - Sonde LT-US","","","","0.95","0"
"43.6918371","1.3555952","O2034010","L'Aussonnelle à Seilh","","192","18.8","0.95","51"
"43.6918371","1.3555952","O203401001","L'Aussonnelle à Seilh","","192","18.8","0.95","51"
"43.5166578","1.2280213","O2050001","La Galage [L'Aiguebelle] à Fonsorbes","","47","","0.95","0"
"43.5166578","1.2280213","O205000101","La Galage [L'Aiguebelle] à Fonsorbes","","47","","0.95","0"
"43.5047082","1.2436093","O2050002","Le Touch à Saint-Lys","","327","","0.95","0"
"43.5047082","1.2436093","O205000201","Le Touch à Saint-Lys","","327","","0.95","0"
"43.5753646","1.3653888","O2070002","Le canal de Saint-Martory [Dodin Fin canal St Martory se jette dans fossé menant à la rivière Touch] à Tournefeuille","","","","0.95","0"
"43.5753646","1.3653888","O207000201","Le canal de Saint-Martory [Dodin Fin canal St Martory se jette dans fossé menant à la rivière Touch] à Tournefeuille","","","","0.95","0"
